cell_name,donor_short_id,donor_long_id,study_accession,sample_accession,ENA_Accession
21241_6#10,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494285,ERR1737560
21241_6#100,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494856,ERR1737650
21241_6#101,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494857,ERR1737651
21241_6#103,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4494859,ERR1737653
21241_6#104,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494860,ERR1737654
21241_6#105,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494861,ERR1737655
21241_6#106,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494862,ERR1737656
21241_6#107,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494863,ERR1737657
21241_6#109,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494865,ERR1737659
21241_6#11,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494286,ERR1737561
21241_6#110,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494866,ERR1737660
21241_6#111,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494867,ERR1737661
21241_6#112,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494868,ERR1737662
21241_6#113,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494869,ERR1737663
21241_6#114,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494870,ERR1737664
21241_6#115,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494871,ERR1737665
21241_6#116,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494872,ERR1737666
21241_6#117,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494873,ERR1737667
21241_6#118,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494874,ERR1737668
21241_6#119,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494875,ERR1737669
21241_6#12,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494287,ERR1737562
21241_6#121,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494877,ERR1737671
21241_6#122,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494878,ERR1737672
21241_6#123,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494879,ERR1737673
21241_6#124,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494880,ERR1737674
21241_6#125,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494881,ERR1737675
21241_6#126,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494882,ERR1737676
21241_6#127,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494883,ERR1737677
21241_6#128,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494884,ERR1737678
21241_6#129,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494885,ERR1737679
21241_6#13,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494288,ERR1737563
21241_6#130,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494886,ERR1737680
21241_6#131,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494887,ERR1737681
21241_6#132,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494888,ERR1737682
21241_6#133,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494889,ERR1737683
21241_6#134,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494890,ERR1737684
21241_6#135,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494891,ERR1737685
21241_6#136,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494892,ERR1737686
21241_6#137,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494893,ERR1737687
21241_6#138,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494894,ERR1737688
21241_6#14,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494289,ERR1737564
21241_6#140,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494896,ERR1737690
21241_6#141,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494897,ERR1737691
21241_6#142,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494898,ERR1737692
21241_6#143,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494899,ERR1737693
21241_6#145,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494901,ERR1737695
21241_6#147,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494903,ERR1737697
21241_6#148,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494904,ERR1737698
21241_6#149,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494905,ERR1737699
21241_6#150,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494906,ERR1737700
21241_6#152,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494908,ERR1737702
21241_6#153,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4494909,ERR1737703
21241_6#154,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494910,ERR1737704
21241_6#156,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494912,ERR1737706
21241_6#157,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494913,ERR1737707
21241_6#158,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494914,ERR1737708
21241_6#159,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494915,ERR1737709
21241_6#161,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494917,ERR1737711
21241_6#162,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494918,ERR1737712
21241_6#163,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494919,ERR1737713
21241_6#165,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494921,ERR1737715
21241_6#166,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494922,ERR1737716
21241_6#168,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494924,ERR1737718
21241_6#169,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494925,ERR1737719
21241_6#170,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494926,ERR1737720
21241_6#171,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4494927,ERR1737721
21241_6#172,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494928,ERR1737722
21241_6#173,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494929,ERR1737723
21241_6#175,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494931,ERR1737725
21241_6#176,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494932,ERR1737726
21241_6#177,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494933,ERR1737727
21241_6#178,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494934,ERR1737728
21241_6#179,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494935,ERR1737729
21241_6#181,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494937,ERR1737731
21241_6#182,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494938,ERR1737732
21241_6#183,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494939,ERR1737733
21241_6#186,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494942,ERR1737736
21241_6#187,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494943,ERR1737737
21241_6#188,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4494944,ERR1737738
21241_6#189,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494945,ERR1737739
21241_6#19,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494432,ERR1737569
21241_6#191,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494947,ERR1737741
21241_6#192,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494948,ERR1737742
21241_6#193,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494949,ERR1737743
21241_6#194,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494950,ERR1737744
21241_6#195,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4494951,ERR1737745
21241_6#196,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494952,ERR1737746
21241_6#197,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494953,ERR1737747
21241_6#198,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494954,ERR1737748
21241_6#199,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494955,ERR1737749
21241_6#2,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494277,ERR1737552
21241_6#20,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494470,ERR1737570
21241_6#200,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494956,ERR1737750
21241_6#202,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494958,ERR1737752
21241_6#205,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4494961,ERR1737755
21241_6#206,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494962,ERR1737756
21241_6#208,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494964,ERR1737758
21241_6#209,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4494965,ERR1737759
21241_6#210,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494966,ERR1737760
21241_6#211,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494967,ERR1737761
21241_6#212,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494968,ERR1737762
21241_6#214,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494970,ERR1737764
21241_6#215,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494971,ERR1737765
21241_6#216,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494972,ERR1737766
21241_6#217,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494973,ERR1737767
21241_6#218,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494974,ERR1737768
21241_6#219,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494975,ERR1737769
21241_6#22,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494550,ERR1737572
21241_6#220,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494976,ERR1737770
21241_6#221,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494977,ERR1737771
21241_6#223,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494979,ERR1737773
21241_6#225,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494981,ERR1737775
21241_6#227,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494983,ERR1737777
21241_6#228,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494984,ERR1737778
21241_6#229,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494985,ERR1737779
21241_6#23,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494592,ERR1737573
21241_6#230,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494986,ERR1737780
21241_6#231,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494987,ERR1737781
21241_6#232,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494988,ERR1737782
21241_6#235,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494991,ERR1737785
21241_6#236,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494992,ERR1737786
21241_6#237,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494993,ERR1737787
21241_6#238,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494994,ERR1737788
21241_6#239,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494995,ERR1737789
21241_6#240,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494996,ERR1737790
21241_6#242,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4494998,ERR1737792
21241_6#243,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494999,ERR1737793
21241_6#245,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495001,ERR1737795
21241_6#246,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495002,ERR1737796
21241_6#247,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495003,ERR1737797
21241_6#248,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495004,ERR1737798
21241_6#249,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495005,ERR1737799
21241_6#25,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4494679,ERR1737575
21241_6#250,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495006,ERR1737800
21241_6#251,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495007,ERR1737801
21241_6#252,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495008,ERR1737802
21241_6#253,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495009,ERR1737803
21241_6#254,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495010,ERR1737804
21241_6#255,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495011,ERR1737805
21241_6#256,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495012,ERR1737806
21241_6#257,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495013,ERR1737807
21241_6#258,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495014,ERR1737808
21241_6#259,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495015,ERR1737809
21241_6#26,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494717,ERR1737576
21241_6#260,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495016,ERR1737810
21241_6#261,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495017,ERR1737811
21241_6#262,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495018,ERR1737812
21241_6#263,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495019,ERR1737813
21241_6#264,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495020,ERR1737814
21241_6#267,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495023,ERR1737817
21241_6#269,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495025,ERR1737819
21241_6#27,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494761,ERR1737577
21241_6#271,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495027,ERR1737821
21241_6#272,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495028,ERR1737822
21241_6#273,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495029,ERR1737823
21241_6#275,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495031,ERR1737825
21241_6#276,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495032,ERR1737826
21241_6#277,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495033,ERR1737827
21241_6#278,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495034,ERR1737828
21241_6#279,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495035,ERR1737829
21241_6#28,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494783,ERR1737578
21241_6#281,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495037,ERR1737831
21241_6#283,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495039,ERR1737833
21241_6#284,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495040,ERR1737834
21241_6#285,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495041,ERR1737835
21241_6#288,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495044,ERR1737838
21241_6#289,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495045,ERR1737839
21241_6#29,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494784,ERR1737579
21241_6#292,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495048,ERR1737842
21241_6#295,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495051,ERR1737845
21241_6#297,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495053,ERR1737847
21241_6#298,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495054,ERR1737848
21241_6#299,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495055,ERR1737849
21241_6#3,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494278,ERR1737553
21241_6#30,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494785,ERR1737580
21241_6#300,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495056,ERR1737850
21241_6#301,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495057,ERR1737851
21241_6#302,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495058,ERR1737852
21241_6#303,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495059,ERR1737853
21241_6#304,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495060,ERR1737854
21241_6#305,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495061,ERR1737855
21241_6#306,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495062,ERR1737856
21241_6#307,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495063,ERR1737857
21241_6#308,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495064,ERR1737858
21241_6#309,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495065,ERR1737859
21241_6#31,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494786,ERR1737581
21241_6#310,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495066,ERR1737860
21241_6#311,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495067,ERR1737861
21241_6#312,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495068,ERR1737862
21241_6#314,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495070,ERR1737864
21241_6#315,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495071,ERR1737865
21241_6#316,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495072,ERR1737866
21241_6#317,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495073,ERR1737867
21241_6#319,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495075,ERR1737869
21241_6#32,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494787,ERR1737582
21241_6#320,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495076,ERR1737870
21241_6#322,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495078,ERR1737872
21241_6#323,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495079,ERR1737873
21241_6#324,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495080,ERR1737874
21241_6#325,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495081,ERR1737875
21241_6#326,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495082,ERR1737876
21241_6#327,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495083,ERR1737877
21241_6#329,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495085,ERR1737879
21241_6#33,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494788,ERR1737583
21241_6#331,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495087,ERR1737881
21241_6#332,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495088,ERR1737882
21241_6#333,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495089,ERR1737883
21241_6#334,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495090,ERR1737884
21241_6#335,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495091,ERR1737885
21241_6#336,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495092,ERR1737886
21241_6#337,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495093,ERR1737887
21241_6#339,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495095,ERR1737889
21241_6#34,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494789,ERR1737584
21241_6#340,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495096,ERR1737890
21241_6#341,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495097,ERR1737891
21241_6#342,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495098,ERR1737892
21241_6#344,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495100,ERR1737894
21241_6#346,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495102,ERR1737896
21241_6#347,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495103,ERR1737897
21241_6#348,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495104,ERR1737898
21241_6#349,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495105,ERR1737899
21241_6#35,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494790,ERR1737585
21241_6#350,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495106,ERR1737900
21241_6#352,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495108,ERR1737902
21241_6#353,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4495109,ERR1737903
21241_6#354,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495110,ERR1737904
21241_6#355,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495111,ERR1737905
21241_6#357,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495113,ERR1737907
21241_6#358,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495114,ERR1737908
21241_6#36,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494791,ERR1737586
21241_6#360,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495116,ERR1737910
21241_6#362,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495118,ERR1737912
21241_6#363,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495119,ERR1737913
21241_6#365,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495121,ERR1737915
21241_6#366,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495122,ERR1737916
21241_6#367,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4495123,ERR1737917
21241_6#369,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495125,ERR1737919
21241_6#37,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4494792,ERR1737587
21241_6#370,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4495126,ERR1737920
21241_6#374,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495130,ERR1737924
21241_6#375,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4495131,ERR1737925
21241_6#376,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4495132,ERR1737926
21241_6#38,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494793,ERR1737588
21241_6#380,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4495136,ERR1737930
21241_6#39,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494794,ERR1737589
21241_6#4,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494279,ERR1737554
21241_6#40,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494795,ERR1737590
21241_6#41,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494796,ERR1737591
21241_6#42,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494797,ERR1737592
21241_6#44,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494799,ERR1737594
21241_6#45,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494800,ERR1737595
21241_6#46,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494801,ERR1737596
21241_6#47,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494802,ERR1737597
21241_6#49,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494804,ERR1737599
21241_6#5,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494280,ERR1737555
21241_6#50,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494806,ERR1737600
21241_6#51,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494807,ERR1737601
21241_6#52,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494808,ERR1737602
21241_6#54,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494810,ERR1737604
21241_6#55,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494811,ERR1737605
21241_6#56,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494812,ERR1737606
21241_6#57,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494813,ERR1737607
21241_6#58,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494814,ERR1737608
21241_6#6,sebz_1,HPSI1013i-sebz_1,PRJEB14362,SAMEA4494281,ERR1737556
21241_6#61,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494817,ERR1737611
21241_6#62,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494818,ERR1737612
21241_6#63,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494819,ERR1737613
21241_6#65,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494821,ERR1737615
21241_6#66,garx_2,HPSI1013i-garx_2,PRJEB14362,SAMEA4494822,ERR1737616
21241_6#67,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494823,ERR1737617
21241_6#68,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494824,ERR1737618
21241_6#7,sojd_3,HPSI0314i-sojd_3,PRJEB14362,SAMEA4494282,ERR1737557
21241_6#71,wopl_1,HPSI1013i-wopl_1,PRJEB14362,SAMEA4494827,ERR1737621
21241_6#73,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494829,ERR1737623
21241_6#77,hayt_1,HPSI1113i-hayt_1,PRJEB14362,SAMEA4494833,ERR1737627
21241_6#78,fafq_1,HPSI0314i-fafq_1,PRJEB14362,SAMEA4494834,ERR1737628
