cell_name,donor_short_id,donor_long_id,study_accession,sample_accession,ENA_Accession
24475_5#28,heth_1,HPSI0214i-heth_1,PRJEB14362,SAMEA104392517,ERR2951923
24475_5#280,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392769,ERR2952175
24475_5#281,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392770,ERR2952176
24475_5#282,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392771,ERR2952177
24475_5#283,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392772,ERR2952178
24475_5#284,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392773,ERR2952179
24475_5#285,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392774,ERR2952180
24475_5#286,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392775,ERR2952181
24475_5#287,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392776,ERR2952182
24475_5#288,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392777,ERR2952183
24475_5#29,iisa_3,HPSI0114i-iisa_3,PRJEB14362,SAMEA104392518,ERR2951924
24475_5#290,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392779,ERR2952185
24475_5#291,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392780,ERR2952186
24475_5#292,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392781,ERR2952187
24475_5#293,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392782,ERR2952188
24475_5#294,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392783,ERR2952189
24475_5#296,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392785,ERR2952191
24475_5#297,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392786,ERR2952192
24475_5#298,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392787,ERR2952193
24475_5#299,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392788,ERR2952194
24475_5#30,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392519,ERR2951925
24475_5#300,iisa_3,HPSI0114i-iisa_3,PRJEB14362,SAMEA104392789,ERR2952195
24475_5#301,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392790,ERR2952196
24475_5#302,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392791,ERR2952197
24475_5#303,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392792,ERR2952198
24475_5#304,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392793,ERR2952199
24475_5#305,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392794,ERR2952200
24475_5#306,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392795,ERR2952201
24475_5#307,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392796,ERR2952202
24475_5#308,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392797,ERR2952203
24475_5#309,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392806,ERR2952204
24475_5#31,iisa_3,HPSI0114i-iisa_3,PRJEB14362,SAMEA104392520,ERR2951926
24475_5#310,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392807,ERR2952205
24475_5#311,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392808,ERR2952206
24475_5#312,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392809,ERR2952207
24475_5#314,heth_1,HPSI0214i-heth_1,PRJEB14362,SAMEA104392811,ERR2952209
24475_5#315,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392812,ERR2952210
24475_5#316,iisa_3,HPSI0114i-iisa_3,PRJEB14362,SAMEA104392813,ERR2952211
24475_5#317,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392814,ERR2952212
24475_5#318,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392815,ERR2952213
24475_5#319,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392816,ERR2952214
24475_5#32,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392521,ERR2951927
24475_5#320,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392817,ERR2952215
24475_5#321,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392818,ERR2952216
24475_5#322,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392819,ERR2952217
24475_5#323,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392820,ERR2952218
24475_5#324,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392798,ERR2952219
24475_5#325,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392799,ERR2952220
24475_5#326,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392800,ERR2952221
24475_5#327,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392801,ERR2952222
24475_5#328,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392802,ERR2952223
24475_5#329,heth_1,HPSI0214i-heth_1,PRJEB14362,SAMEA104392803,ERR2952224
24475_5#33,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392522,ERR2951928
24475_5#330,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392804,ERR2952225
24475_5#331,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392805,ERR2952226
24475_5#332,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392821,ERR2952227
24475_5#333,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392822,ERR2952228
24475_5#334,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392823,ERR2952229
24475_5#335,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392824,ERR2952230
24475_5#336,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392825,ERR2952231
24475_5#338,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392827,ERR2952233
24475_5#339,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392828,ERR2952234
24475_5#34,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392523,ERR2951929
24475_5#340,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392829,ERR2952235
24475_5#341,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392830,ERR2952236
24475_5#342,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392831,ERR2952237
24475_5#343,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392832,ERR2952238
24475_5#344,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392833,ERR2952239
24475_5#345,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392834,ERR2952240
24475_5#346,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392835,ERR2952241
24475_5#347,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392836,ERR2952242
24475_5#348,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392837,ERR2952243
24475_5#349,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392838,ERR2952244
24475_5#35,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392524,ERR2951930
24475_5#351,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392840,ERR2952246
24475_5#352,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392841,ERR2952247
24475_5#353,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392842,ERR2952248
24475_5#354,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392843,ERR2952249
24475_5#355,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392844,ERR2952250
24475_5#356,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392845,ERR2952251
24475_5#357,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392846,ERR2952252
24475_5#358,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392847,ERR2952253
24475_5#359,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392848,ERR2952254
24475_5#36,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392525,ERR2951931
24475_5#37,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392526,ERR2951932
24475_5#371,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392860,ERR2952266
24475_5#372,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392861,ERR2952267
24475_5#373,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392862,ERR2952268
24475_5#374,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392863,ERR2952269
24475_5#375,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392864,ERR2952270
24475_5#376,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392865,ERR2952271
24475_5#377,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392866,ERR2952272
24475_5#379,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392868,ERR2952274
24475_5#38,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392527,ERR2951933
24475_5#39,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392528,ERR2951934
24475_5#4,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392493,ERR2951899
24475_5#40,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392529,ERR2951935
24475_5#42,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392531,ERR2951937
24475_5#44,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392533,ERR2951939
24475_5#45,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392534,ERR2951940
24475_5#46,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392535,ERR2951941
24475_5#47,iisa_3,HPSI0114i-iisa_3,PRJEB14362,SAMEA104392536,ERR2951942
24475_5#5,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392494,ERR2951900
24475_5#50,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392539,ERR2951945
24475_5#51,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392540,ERR2951946
24475_5#52,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392541,ERR2951947
24475_5#54,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392543,ERR2951949
24475_5#56,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392545,ERR2951951
24475_5#57,heth_1,HPSI0214i-heth_1,PRJEB14362,SAMEA104392546,ERR2951952
24475_5#58,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392547,ERR2951953
24475_5#60,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392564,ERR2951955
24475_5#61,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392565,ERR2951956
24475_5#62,iisa_3,HPSI0114i-iisa_3,PRJEB14362,SAMEA104392566,ERR2951957
24475_5#63,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392567,ERR2951958
24475_5#64,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392568,ERR2951959
24475_5#65,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392569,ERR2951960
24475_5#66,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392570,ERR2951961
24475_5#67,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392571,ERR2951962
24475_5#68,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392548,ERR2951963
24475_5#69,heth_1,HPSI0214i-heth_1,PRJEB14362,SAMEA104392549,ERR2951964
24475_5#70,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392550,ERR2951965
24475_5#71,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392551,ERR2951966
24475_5#75,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392555,ERR2951970
24475_5#76,iisa_3,HPSI0114i-iisa_3,PRJEB14362,SAMEA104392556,ERR2951971
24475_5#77,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392557,ERR2951972
24475_5#78,iisa_3,HPSI0114i-iisa_3,PRJEB14362,SAMEA104392558,ERR2951973
24475_5#79,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392559,ERR2951974
24475_5#80,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392560,ERR2951975
24475_5#81,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392561,ERR2951976
24475_5#82,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392562,ERR2951977
24475_5#83,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392572,ERR2951978
24475_5#84,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392573,ERR2951979
24475_5#85,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392574,ERR2951980
24475_5#86,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392575,ERR2951981
24475_5#87,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392576,ERR2951982
24475_5#88,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392577,ERR2951983
24475_5#89,kucg_2,HPSI0214i-kucg_2,PRJEB14362,SAMEA104392578,ERR2951984
24475_5#90,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392579,ERR2951985
24475_5#91,iisa_3,HPSI0114i-iisa_3,PRJEB14362,SAMEA104392580,ERR2951986
24475_5#92,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392581,ERR2951987
24475_5#93,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392582,ERR2951988
24475_5#94,heth_1,HPSI0214i-heth_1,PRJEB14362,SAMEA104392583,ERR2951989
24475_5#95,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392584,ERR2951990
24475_5#98,joxm_1,HPSI0114i-joxm_1,PRJEB14362,SAMEA104392587,ERR2951993
24475_5#99,wuye_2,HPSI1013i-wuye_2,PRJEB14362,SAMEA104392588,ERR2951994
24475_7#10,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396610,ERR2952673
24475_7#101,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396701,ERR2952764
24475_7#102,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396702,ERR2952765
24475_7#103,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396703,ERR2952766
24475_7#104,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396704,ERR2952767
24475_7#105,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396705,ERR2952768
24475_7#106,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396706,ERR2952769
24475_7#107,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396707,ERR2952770
24475_7#108,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396708,ERR2952771
24475_7#109,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396709,ERR2952772
24475_7#11,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396611,ERR2952674
24475_7#110,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396710,ERR2952773
24475_7#111,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396711,ERR2952774
24475_7#112,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396712,ERR2952775
24475_7#114,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396714,ERR2952777
24475_7#115,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396715,ERR2952778
24475_7#116,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396716,ERR2952779
24475_7#117,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396717,ERR2952780
24475_7#118,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396718,ERR2952781
24475_7#119,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396719,ERR2952782
24475_7#12,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396612,ERR2952675
24475_7#124,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396724,ERR2952787
24475_7#125,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396725,ERR2952788
24475_7#126,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396726,ERR2952789
24475_7#127,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396727,ERR2952790
24475_7#128,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396728,ERR2952791
24475_7#129,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396729,ERR2952792
24475_7#13,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396613,ERR2952676
24475_7#130,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396730,ERR2952793
24475_7#131,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396731,ERR2952794
24475_7#132,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396732,ERR2952795
24475_7#133,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396733,ERR2952796
24475_7#134,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396734,ERR2952797
24475_7#135,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396735,ERR2952798
24475_7#136,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396736,ERR2952799
24475_7#137,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396737,ERR2952800
24475_7#138,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396738,ERR2952801
24475_7#139,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396739,ERR2952802
24475_7#140,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396740,ERR2952803
24475_7#141,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396741,ERR2952804
24475_7#142,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396742,ERR2952805
24475_7#143,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396743,ERR2952806
24475_7#147,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396747,ERR2952810
24475_7#148,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396748,ERR2952811
24475_7#149,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396749,ERR2952812
24475_7#150,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396750,ERR2952813
24475_7#151,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396751,ERR2952814
24475_7#152,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396752,ERR2952815
24475_7#153,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396753,ERR2952816
24475_7#154,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396754,ERR2952817
24475_7#155,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396755,ERR2952818
24475_7#156,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396756,ERR2952819
24475_7#157,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396757,ERR2952820
24475_7#158,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396758,ERR2952821
24475_7#159,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396759,ERR2952822
24475_7#16,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396616,ERR2952679
24475_7#160,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396760,ERR2952823
24475_7#161,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396761,ERR2952824
24475_7#162,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396762,ERR2952825
24475_7#163,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396763,ERR2952826
24475_7#164,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396764,ERR2952827
24475_7#165,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396765,ERR2952828
24475_7#166,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396766,ERR2952829
24475_7#167,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396767,ERR2952830
24475_7#168,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396768,ERR2952831
24475_7#172,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396772,ERR2952835
24475_7#173,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396773,ERR2952836
24475_7#174,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396774,ERR2952837
24475_7#175,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396775,ERR2952838
24475_7#176,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396776,ERR2952839
24475_7#177,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396777,ERR2952840
24475_7#178,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396778,ERR2952841
24475_7#179,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396779,ERR2952842
24475_7#18,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396618,ERR2952681
24475_7#180,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396780,ERR2952843
24475_7#181,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396781,ERR2952844
24475_7#182,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396782,ERR2952845
24475_7#183,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396783,ERR2952846
24475_7#184,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396784,ERR2952847
24475_7#185,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396785,ERR2952848
24475_7#186,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396786,ERR2952849
24475_7#187,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396787,ERR2952850
24475_7#188,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396788,ERR2952851
24475_7#189,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396789,ERR2952852
24475_7#19,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396619,ERR2952682
24475_7#190,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396790,ERR2952853
24475_7#191,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396791,ERR2952854
24475_7#192,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396792,ERR2952855
24475_7#195,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396795,ERR2952858
24475_7#196,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396796,ERR2952859
24475_7#197,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396797,ERR2952860
24475_7#198,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396798,ERR2952861
24475_7#199,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396799,ERR2952862
24475_7#20,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396620,ERR2952683
24475_7#200,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396800,ERR2952863
24475_7#201,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396801,ERR2952864
24475_7#202,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396802,ERR2952865
24475_7#203,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396803,ERR2952866
24475_7#204,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396804,ERR2952867
24475_7#205,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396805,ERR2952868
24475_7#206,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396806,ERR2952869
24475_7#207,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396807,ERR2952870
24475_7#208,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396808,ERR2952871
24475_7#209,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396809,ERR2952872
24475_7#21,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396621,ERR2952684
24475_7#210,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396810,ERR2952873
24475_7#211,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396811,ERR2952874
24475_7#212,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396812,ERR2952875
24475_7#213,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396813,ERR2952876
24475_7#214,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396814,ERR2952877
24475_7#215,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396815,ERR2952878
24475_7#216,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396816,ERR2952879
24475_7#219,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396819,ERR2952882
24475_7#22,seru_1,HPSI0414i-seru_1,PRJEB14362,SAMEA104396622,ERR2952685
24475_7#220,iezw_2,HPSI0914i-iezw_2,PRJEB14362,SAMEA104396820,ERR2952883
24475_7#221,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396821,ERR2952884
24475_7#222,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396822,ERR2952885
24475_7#223,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396823,ERR2952886
24475_7#224,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396824,ERR2952887
24475_7#225,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396825,ERR2952888
24475_7#226,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396826,ERR2952889
24475_7#227,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396827,ERR2952890
24475_7#228,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396828,ERR2952891
24475_7#229,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396829,ERR2952892
24475_7#230,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396830,ERR2952893
24475_7#231,uenn_3,HPSI0514i-uenn_3,PRJEB14362,SAMEA104396831,ERR2952894
24475_7#232,kolf_2,HPSI0114i-kolf_2,PRJEB14362,SAMEA104396832,ERR2952895
24475_7#233,zerv_8,HPSI0914i-zerv_8,PRJEB14362,SAMEA104396833,ERR2952896
24475_7#234,wegi_1,HPSI0114i-wegi_1,PRJEB14362,SAMEA104396834,ERR2952897
